masv,ho,ten,gioitinh,ngaysinh,email,didong,cmnd,hocbong,makh
V0665,Đặng Thị Thanh,Nga,False,1999-03-25 00:00:00,dttnga@gmail.com,0987946343          ,626254750445,0,VL
V0666,Mã Văn Minh,Thiện,True,1999-08-30 00:00:00,mvmthien@gmail.com,0168425757          ,565484777388,0,VL
V0667,Lâm Thảo,Lan,False,1999-06-20 00:00:00,ltlan@gmail.com,0913519630          ,356721333615,3000000,VL
V0668,Lâm Minh,Thu,True,1999-08-23 00:00:00,lmthu@gmail.com,0987564601          ,712452591005,2000000,VL
V0669,Thái Thanh,Tâm,True,1999-07-10 00:00:00,tttam@gmail.com,0168350610          ,366567833589,1000000,VL
V0670,Bạch Thị Thanh,Nga,False,1999-05-22 00:00:00,bttnga@gmail.com,0913282054          ,101439863168,0,VL
V0671,Lâm Vĩnh,Lộc,True,1999-07-19 00:00:00,lvloc@gmail.com,0987854137          ,306534970277,1000000,VL
V0672,Phạm Văn Minh,Thăng,True,1999-11-23 00:00:00,pvmthang@gmail.com,0913864735          ,111586391442,1000000,VL
V0673,Lâm Vĩnh,Trọng,True,1999-04-10 00:00:00,lvtrong@gmail.com,0168534378          ,698227050462,2000000,VL
V0674,Bạch Nam,Thiệu,True,1999-08-14 00:00:00,bnthieu@gmail.com,0168463843          ,387667121219,0,VL
V0675,Phạm Phú,Minh,False,1999-02-09 00:00:00,ppminh@gmail.com,0987665151          ,310384852528,1000000,VL
V0676,Đàm Thảo,Ly,False,1999-05-08 00:00:00,dtly@gmail.com,0913188686          ,625956757207,2000000,VL
V0677,Nguyễn Thị Thanh,Nhung,False,1999-09-10 00:00:00,nttnhung@gmail.com,0168468255          ,361170185369,0,VL
V0678,Phạm Mạnh,Phong,True,1999-04-24 00:00:00,pmphong@gmail.com,0168951332          ,034679708146,3000000,VL
V0679,Phạm Bạch,Minh,True,1999-04-26 00:00:00,pbminh@gmail.com,0168447385          ,160067722343,0,VL
V0680,Thái Bạch,Phương,False,1999-02-21 00:00:00,tbphuong@gmail.com,0987422280          ,146609464494,1000000,VL
V0681,Thái Văn Minh,Hiệu,True,1999-05-23 00:00:00,tvmhieu@gmail.com,0987178085          ,656467247951,2000000,VL
V0682,Trần Văn Minh,Bảo,True,1999-02-04 00:00:00,tvmbao@gmail.com,0987937696          ,669177771179,3000000,VL
V0683,Cao Nam,Mẫn,True,1999-06-23 00:00:00,cnman@gmail.com,0987607898          ,761654322197,1000000,VL
V0684,Mã Văn Minh,Bảo,True,1999-07-16 00:00:00,mvmbao@gmail.com,0913792686          ,166505053521,1000000,VL
V0685,Mã Nam,Sinh,True,1999-08-22 00:00:00,mnsinh@gmail.com,0913136855          ,665228189823,3000000,VL
V0686,Phạm Vĩnh,Phong,True,1999-08-05 00:00:00,pvphong@gmail.com,0913277855          ,941354633623,0,VL
V0687,Khương Ngọc,Mỹ,False,1999-10-20 00:00:00,knmy@gmail.com,0987205473          ,041225753027,1000000,VL
V0688,Lâm Văn Minh,Thiệu,True,1999-11-10 00:00:00,lvmthieu@gmail.com,0913758051          ,956285566479,0,VL
V0689,Vương Nam,Tuấn,True,1999-01-07 00:00:00,vntuan@gmail.com,0987863713          ,529476657405,1000000,VL
V0690,Văn Phú,Ngân,True,1999-08-13 00:00:00,vpngan@gmail.com,0913962186          ,396333676553,1000000,VL
V0691,Trần Nam,Dũng,True,1999-04-12 00:00:00,tndung@gmail.com,0987166798          ,793615041259,1000000,VL
V0692,Bạch Thảo,Trang,False,1999-04-12 00:00:00,bttrang@gmail.com,0168143824          ,661548945634,1000000,VL
V0693,Lê Bạch,Thanh,True,1999-06-27 00:00:00,lbthanh@gmail.com,0987632516          ,955446617646,0,VL
V0694,Văn Văn Minh,Thiện,True,1999-07-23 00:00:00,vvmthien@gmail.com,0168256269          ,529181611386,0,VL
V0695,Bạch Văn Minh,Tuấn,True,1999-11-13 00:00:00,bvmtuan@gmail.com,0913172422          ,281451497126,0,VL
V0696,Đàm Bạch,Ngọc,True,1999-12-19 00:00:00,dbngoc@gmail.com,0913775145          ,421930157875,1000000,VL
V0697,Lâm Văn Minh,Hòa,True,1999-01-13 00:00:00,lvmhoa@gmail.com,0913244418          ,551711288281,0,VL
V0698,Lý Thị,Loan,False,1999-05-16 00:00:00,ltloan@gmail.com,0987649380          ,461833626232,2000000,VL
V0699,Lê Vĩnh,Hòa,True,1999-06-12 00:00:00,lvhoa@gmail.com,0168737918          ,139811131045,0,VL
V0700,Cao Thảo,Ly,False,1999-11-06 00:00:00,ctly@gmail.com,0168435083          ,830725613394,3000000,VL
V0701,Thái Thị Thanh,Nga,False,1999-06-29 00:00:00,tttnga@gmail.com,0913964907          ,369642708429,0,VL
V0702,Đặng Ngọc,Phương,False,1999-11-09 00:00:00,dnphuong@gmail.com,0168391113          ,451055456386,1000000,VL
V0703,Mã Văn Minh,Thiện,True,1999-02-03 00:00:00,mvmthien@gmail.com,0913486618          ,847328272354,3000000,VL
V0704,Văn Văn Minh,Huy,True,1999-11-05 00:00:00,vvmhuy@gmail.com,0168986806          ,113852686429,1000000,VL
V0705,Lê Thanh,Tâm,True,1999-11-04 00:00:00,lttam@gmail.com,0913931935          ,154334638472,0,VL
V0706,Khương Mạnh,Hiệu,True,1999-02-04 00:00:00,kmhieu@gmail.com,0913754170          ,305879418614,3000000,VL
V0707,Đinh Thị,Đào,False,1999-07-15 00:00:00,dtdao@gmail.com,0913846092          ,349281471443,3000000,VL
V0708,Khương Thị Thảo,Nhung,False,1999-07-29 00:00:00,kttnhung@gmail.com,0168988291          ,791413832564,2000000,VL
V0709,Vương Văn Minh,Hiệu,True,1999-09-06 00:00:00,vvmhieu@gmail.com,0168783623          ,041381724218,0,VL
V0710,Hoàng Vĩnh,Hiệu,True,1999-08-26 00:00:00,hvhieu@gmail.com,0913319691          ,184526216515,0,VL
V0711,Khương Thảo,Trang,False,1999-01-19 00:00:00,kttrang@gmail.com,0913527131          ,627393248386,3000000,VL
V0712,Thái Thị Thanh,Nhung,False,1999-02-13 00:00:00,tttnhung@gmail.com,0168544122          ,420331635184,1000000,VL
V0713,Văn Thị,Hạnh,False,1999-06-17 00:00:00,vthanh@gmail.com,0913325482          ,196087419097,0,VL
V0714,Cao Phú,Ngân,False,1999-10-01 00:00:00,cpngan@gmail.com,0168684574          ,184258839727,0,VL
V0715,Khương Vĩnh,Phong,True,1999-03-22 00:00:00,kvphong@gmail.com,0168568182          ,527664959315,3000000,VL
V0716,Lâm Vĩnh,Hòa,True,1999-02-20 00:00:00,lvhoa@gmail.com,0987251645          ,081295438506,0,VL
V0717,Khương Thị,Đào,False,1999-09-03 00:00:00,ktdao@gmail.com,0987168559          ,326542803823,1000000,VL
V0718,Hoàng Thị Thanh,Hương,False,1999-09-24 00:00:00,htthuong@gmail.com,0168152144          ,672725622181,0,VL
V0719,Phạm Nam,Sinh,True,1999-02-04 00:00:00,pnsinh@gmail.com,0987781745          ,579153764439,2000000,VL
V0720,Phạm Phú,Phương,True,1999-08-14 00:00:00,ppphuong@gmail.com,0168027172          ,344655347644,1000000,VL
V0721,Văn Thị Thanh,Nhung,False,1999-06-10 00:00:00,vttnhung@gmail.com,0987311317          ,754732273203,3000000,VL
V0722,Đặng Vĩnh,Thiệu,True,1999-05-30 00:00:00,dvthieu@gmail.com,0913221479          ,342026496685,3000000,VL
V0723,Mã Mạnh,Mẫn,True,1999-08-26 00:00:00,mmman@gmail.com,0987621792          ,264879756186,0,VL
V0724,Thái Vĩnh,Phong,True,1999-09-28 00:00:00,tvphong@gmail.com,0913502736          ,421235644416,0,VL
V0725,Thái Thị Thanh,Nga,False,1999-07-04 00:00:00,tttnga@gmail.com,0168385697          ,674325281814,2000000,VL
V0726,Lê Thảo,Ly,False,1999-11-27 00:00:00,ltly@gmail.com,0913819366          ,287488136997,3000000,VL
V0727,Hoàng Vĩnh,Sinh,True,1999-06-15 00:00:00,hvsinh@gmail.com,0168227281          ,953466828225,0,VL
V0728,Nguyễn Văn Minh,Sinh,True,1999-11-21 00:00:00,nvmsinh@gmail.com,0987778291          ,515327122783,3000000,VL
V0729,Phạm Thị,Loan,False,1999-01-29 00:00:00,ptloan@gmail.com,0168868103          ,828684152449,2000000,VL
V0730,Cao Vĩnh,Bảo,True,1999-10-27 00:00:00,cvbao@gmail.com,0987894651          ,976672661141,3000000,VL
V0731,Vương Vĩnh,Mẫn,True,1999-07-06 00:00:00,vvman@gmail.com,0168877015          ,213346235263,0,VL
V0732,Hoàng Minh,Ngọc,False,1999-07-08 00:00:00,hmngoc@gmail.com,0913011395          ,847008244798,1000000,VL
V0733,Bạch Văn,Thăng,True,1999-05-29 00:00:00,bvthang@gmail.com,0168118262          ,632412502243,0,VL
V0734,Cao Văn Minh,Thiệu,True,1999-11-21 00:00:00,cvmthieu@gmail.com,0987667368          ,975587348889,2000000,VL
V0735,Lâm Minh,Mỹ,True,1999-05-02 00:00:00,lmmy@gmail.com,0913987771          ,951422873134,0,VL
V0736,Lê Thị,Lan,False,1999-03-23 00:00:00,ltlan@gmail.com,0987384382          ,175095446850,3000000,VL
V0737,Đinh Thị,Trúc,False,1999-03-16 00:00:00,dttruc@gmail.com,0168028643          ,746195421351,2000000,VL
V0738,Cao Nam,Bảo,True,1999-09-07 00:00:00,cnbao@gmail.com,0913482327          ,893535830976,3000000,VL
V0739,Lý Thị Thảo,Hoa,False,1999-06-18 00:00:00,ltthoa@gmail.com,0987685421          ,107151552122,1000000,VL
V0740,Bạch Phương,Phương,False,1999-06-10 00:00:00,bpphuong@gmail.com,0987283422          ,260797157499,2000000,VL
V0741,Đàm Ngọc,Tâm,False,1999-09-27 00:00:00,dntam@gmail.com,0987353219          ,348167680663,0,VL
V0742,Hoàng Bạch,Mỹ,True,1999-02-21 00:00:00,hbmy@gmail.com,0913118480          ,729735634683,2000000,VL
V0743,Trần Phú,Tâm,True,1999-05-02 00:00:00,tptam@gmail.com,0168423186          ,436683952804,0,VL
V0744,Phạm Thị Thanh,Nga,False,1999-03-25 00:00:00,pttnga@gmail.com,0913915218          ,198246501322,1000000,VL
V0745,Văn Vĩnh,Kiệt,True,1999-01-02 00:00:00,vvkiet@gmail.com,0913791546          ,814365656601,2000000,VL
V0746,Bạch Thị Thảo,Đào,False,1999-04-21 00:00:00,bttdao@gmail.com,0913394827          ,675514530992,3000000,VL
V0747,Mã Phú,Tâm,True,1999-08-25 00:00:00,mptam@gmail.com,0168643676          ,335571036603,3000000,VL
V0748,Lê Nam,Trọng,True,1999-02-13 00:00:00,lntrong@gmail.com,0168183367          ,811596279068,1000000,VL
V0749,Hoàng Thảo,Lan,False,1999-03-03 00:00:00,htlan@gmail.com,0987652634          ,110411066231,1000000,VL
V0750,Phạm Mạnh,Sang,True,1999-05-03 00:00:00,pmsang@gmail.com,0913686609          ,252031104262,2000000,VL
V0751,Lê Thị Thanh,Ly,False,1999-08-13 00:00:00,lttly@gmail.com,0913833191          ,637397111755,3000000,VL
V0752,Đặng Văn Minh,Thiện,True,1999-11-11 00:00:00,dvmthien@gmail.com,0913617761          ,732782642488,2000000,VL
V0753,Văn Thị Thanh,Hương,False,1999-11-07 00:00:00,vtthuong@gmail.com,0913523792          ,412451613653,1000000,VL
V0754,Hoàng Văn,Thăng,True,1999-05-28 00:00:00,hvthang@gmail.com,0987676733          ,536764542110,1000000,VL
V0755,Phạm Văn Minh,Sang,True,1999-08-11 00:00:00,pvmsang@gmail.com,0168545669          ,232525762017,0,VL
V0756,Lê Thị Thanh,Hoa,False,1999-12-29 00:00:00,ltthoa@gmail.com,0987867389          ,155680516757,0,VL
V0757,Văn Nam,Kiệt,True,1999-10-21 00:00:00,vnkiet@gmail.com,0913726739          ,726274007443,1000000,VL
V0758,Vương Văn Minh,Thiệu,True,1999-07-26 00:00:00,vvmthieu@gmail.com,0168465017          ,287394136786,1000000,VL
V0759,Trần Minh,Thu,False,1999-06-11 00:00:00,tmthu@gmail.com,0913673563          ,688147282898,3000000,VL
V0760,Trần Văn Minh,Sang,True,1999-10-10 00:00:00,tvmsang@gmail.com,0987116278          ,810171168701,1000000,VL
V0761,Đặng Nam,Kiệt,True,1999-08-04 00:00:00,dnkiet@gmail.com,0913721215          ,829572440704,2000000,VL
V0762,Đàm Phú,Tâm,False,1999-03-30 00:00:00,dptam@gmail.com,0913669110          ,211123110821,2000000,VL
V0763,Đinh Văn Minh,Mẫn,True,1999-10-26 00:00:00,dvmman@gmail.com,0987372352          ,342164306753,2000000,VL
V0764,Lê Bạch,Ngân,False,1999-09-10 00:00:00,lbngan@gmail.com,0987414686          ,470845511550,2000000,VL
V0765,Đinh Nam,Lộc,True,1999-11-09 00:00:00,dnloc@gmail.com,0987818155          ,614252652498,3000000,VL
V0766,Khương Vĩnh,Thiện,True,1999-07-05 00:00:00,kvthien@gmail.com,0913357407          ,921514745111,0,VL
V0767,Lê Mạnh,Bảo,True,1999-01-19 00:00:00,lmbao@gmail.com,0913476722          ,703062988595,2000000,VL
V0768,Lâm Vĩnh,Hiệu,True,1999-02-23 00:00:00,lvhieu@gmail.com,0168685348          ,303786017479,0,VL
V0769,Lý Thị,Mai,False,1999-04-13 00:00:00,ltmai@gmail.com,0168128868          ,243417744405,0,VL
V0770,Lý Văn,Sinh,True,1999-01-26 00:00:00,lvsinh@gmail.com,0168927114          ,323878940570,3000000,VL
V0771,Đinh Thị,Mai,False,1999-02-21 00:00:00,dtmai@gmail.com,0987717784          ,371286890588,0,VL
V0772,Phạm Thị Thanh,Đào,False,1999-02-14 00:00:00,pttdao@gmail.com,0168479750          ,355494185480,1000000,VL
V0773,Đàm Văn Minh,Lộc,True,1999-10-09 00:00:00,dvmloc@gmail.com,0913652093          ,345459168576,1000000,VL
V0774,Vương Bạch,Thu,True,1999-04-23 00:00:00,vbthu@gmail.com,0168211868          ,616484308273,3000000,VL
V0775,Phạm Thảo,Nga,False,1999-08-24 00:00:00,ptnga@gmail.com,0168258408          ,391255058337,0,VL
V0776,Cao Vĩnh,Mẫn,True,1999-02-18 00:00:00,cvman@gmail.com,0168667451          ,545297324557,2000000,VL
V0777,Hoàng Văn Minh,Mẫn,True,1999-01-10 00:00:00,hvmman@gmail.com,0913120776          ,716434275627,0,VL
V0778,Cao Mạnh,Huy,True,1999-07-27 00:00:00,cmhuy@gmail.com,0987543769          ,864856421755,2000000,VL
V0779,Lý Thị,Đào,False,1999-02-16 00:00:00,ltdao@gmail.com,0168682711          ,217552366578,2000000,VL
V0780,Đặng Thảo,Trúc,False,1999-07-21 00:00:00,dttruc@gmail.com,0987323155          ,356022698552,2000000,VL
V0781,Nguyễn Minh,Phương,True,1999-10-23 00:00:00,nmphuong@gmail.com,0168837564          ,542277864893,3000000,VL
V0782,Lý Thị Thanh,Dung,False,1999-08-06 00:00:00,lttdung@gmail.com,0913646860          ,732404708426,3000000,VL
V0783,Đặng Văn Minh,Kiệt,True,1999-02-04 00:00:00,dvmkiet@gmail.com,0987562087          ,203282266391,3000000,VL
V0784,Đinh Văn,Hiệu,True,1999-01-04 00:00:00,dvhieu@gmail.com,0987422659          ,536343667086,1000000,VL
V0785,Đặng Phú,Thanh,False,1999-06-17 00:00:00,dpthanh@gmail.com,0913150105          ,962382975254,0,VL
V0786,Lâm Nam,Lộc,True,1999-07-12 00:00:00,lnloc@gmail.com,0987876816          ,250421883285,0,VL
V0787,Lê Nam,Sang,True,1999-02-17 00:00:00,lnsang@gmail.com,0168354815          ,839247155648,0,VL
V0788,Vương Thanh,Phương,True,1999-10-04 00:00:00,vtphuong@gmail.com,0168754547          ,817696186377,3000000,VL
V0789,Cao Ngọc,Tâm,False,1999-02-16 00:00:00,cntam@gmail.com,0168390938          ,012778683128,0,VL
V0790,Vương Vĩnh,Dũng,True,1999-08-02 00:00:00,vvdung@gmail.com,0168869641          ,177628725854,2000000,VL
V0791,Lý Thị Thanh,Lan,False,1999-01-09 00:00:00,lttlan@gmail.com,0913736062          ,706085770437,2000000,VL
V0792,Văn Thị,Nga,False,1999-10-24 00:00:00,vtnga@gmail.com,0987580677          ,916910454480,0,VL
V0793,Đàm Nam,Huy,True,1999-11-24 00:00:00,dnhuy@gmail.com,0168583426          ,037747225125,3000000,VL
V0794,Đinh Thị Thanh,Dung,False,1999-03-02 00:00:00,dttdung@gmail.com,0987535817          ,862321557580,2000000,VL
V0795,Lê Thảo,Đào,False,1999-09-07 00:00:00,ltdao@gmail.com,0913523150          ,224633269837,3000000,VL
V0796,Phạm Thanh,Mỹ,True,1999-03-05 00:00:00,ptmy@gmail.com,0987269881          ,927703582648,0,VL
V0797,Phạm Mạnh,Phong,True,1999-09-06 00:00:00,pmphong@gmail.com,0168720187          ,028606147723,2000000,VL
V0798,Lê Thị Thanh,Ly,False,1999-05-20 00:00:00,lttly@gmail.com,0168315361          ,715351688611,2000000,VL
V0799,Thái Nam,Tuấn,True,1999-03-07 00:00:00,tntuan@gmail.com,0913950748          ,166625619025,1000000,VL
V0800,Đinh Văn Minh,Thiệu,True,1999-04-10 00:00:00,dvmthieu@gmail.com,0987881211          ,473759329970,3000000,VL
V0801,Lý Nam,Hiệu,True,1999-09-11 00:00:00,lnhieu@gmail.com,0987511308          ,646778140266,1000000,VL
V0802,Bạch Văn Minh,Tuấn,True,1999-11-29 00:00:00,bvmtuan@gmail.com,0987287373          ,177162965123,1000000,VL
V0803,Lâm Nam,Dũng,True,1999-07-09 00:00:00,lndung@gmail.com,0987894644          ,431635846437,0,VL
V0804,Mã Thanh,Thu,False,1999-03-23 00:00:00,mtthu@gmail.com,0168077764          ,441438272178,1000000,VL
V0805,Lê Minh,Mỹ,False,1999-08-10 00:00:00,lmmy@gmail.com,0987702846          ,966965235251,0,VL
V0806,Đàm Thanh,Phương,True,1999-06-01 00:00:00,dtphuong@gmail.com,0913423513          ,405277607571,2000000,VL
V0807,Cao Vĩnh,Phong,True,1999-10-28 00:00:00,cvphong@gmail.com,0913542214          ,760662673646,0,VL
V0808,Khương Vĩnh,Huy,True,1999-04-30 00:00:00,kvhuy@gmail.com,0913122480          ,210928825992,0,VL
V0809,Phạm Phú,Tâm,True,1999-06-19 00:00:00,pptam@gmail.com,0913612732          ,914206818699,2000000,VL
V0810,Đinh Vĩnh,Huy,True,1999-06-09 00:00:00,dvhuy@gmail.com,0987683822          ,224456144033,3000000,VL
V0811,Đinh Minh,Thu,True,1999-07-28 00:00:00,dmthu@gmail.com,0168457855          ,332477312194,2000000,VL
V0812,Thái Văn,Phong,True,1999-09-14 00:00:00,tvphong@gmail.com,0168423843          ,686660225415,2000000,VL
V0813,Khương Nam,Tuấn,True,1999-08-12 00:00:00,kntuan@gmail.com,0987052443          ,963506872419,0,VL
V0814,Lâm Nam,Thiệu,True,1999-07-15 00:00:00,lnthieu@gmail.com,0987241210          ,823381760528,0,VL
V0815,Thái Nam,Mẫn,True,1999-10-15 00:00:00,tnman@gmail.com,0987884502          ,382713582343,0,VL
V0816,Lâm Văn Minh,Thiện,True,1999-01-13 00:00:00,lvmthien@gmail.com,0913436761          ,777238567323,1000000,VL
V0817,Cao Vĩnh,Mẫn,True,1999-09-23 00:00:00,cvman@gmail.com,0168802825          ,759581100882,1000000,VL
V0818,Đàm Thảo,Hạnh,False,1999-09-19 00:00:00,dthanh@gmail.com,0168534506          ,161423967841,0,VL
V0819,Văn Nam,Vỹ,True,1999-03-03 00:00:00,vnvy@gmail.com,0987438372          ,637240687016,1000000,VL
V0820,Vương Phú,Ngân,False,1999-01-21 00:00:00,vpngan@gmail.com,0913532156          ,627642833744,3000000,VL
V0821,Bạch Thảo,Thúy,False,1999-08-23 00:00:00,btthuy@gmail.com,0913265222          ,676618855134,3000000,VL
V0822,Vương Bạch,Mỹ,True,1999-10-15 00:00:00,vbmy@gmail.com,0913921265          ,467117246312,2000000,VL
V0823,Lâm Vĩnh,Hòa,True,1999-02-19 00:00:00,lvhoa@gmail.com,0168512238          ,424878402729,3000000,VL
V0824,Lâm Phú,Thu,True,1999-11-28 00:00:00,lpthu@gmail.com,0987888280          ,292127587522,3000000,VL
V0825,Hoàng Thị Thanh,Thúy,False,1999-10-09 00:00:00,httthuy@gmail.com,0168313846          ,844179382973,0,VL
V0826,Đàm Văn Minh,Lộc,True,1999-10-09 00:00:00,dvmloc@gmail.com,0168262680          ,248670604546,0,VL
V0827,Đặng Thị Thanh,Mai,False,1999-12-17 00:00:00,dttmai@gmail.com,0168886895          ,728216565566,1000000,VL
V0828,Đặng Thanh,Tâm,True,1999-07-07 00:00:00,dttam@gmail.com,0913851541          ,078519599539,1000000,VL
V0829,Phạm Thảo,Hạnh,False,1999-01-02 00:00:00,pthanh@gmail.com,0987226855          ,446592421371,0,VL
V0830,Văn Thảo,Nhung,False,1999-05-26 00:00:00,vtnhung@gmail.com,0168762818          ,221548618615,1000000,VL
V0831,Lê Vĩnh,Dũng,True,1999-07-05 00:00:00,lvdung@gmail.com,0913841405          ,512690978828,2000000,VL
V0832,Mã Thị Thanh,Loan,False,1999-04-09 00:00:00,mttloan@gmail.com,0913867284          ,885033740365,2000000,VL
V0833,Trần Phú,Minh,False,1999-05-24 00:00:00,tpminh@gmail.com,0168861731          ,190672558617,2000000,VL
V0834,Đinh Văn Minh,Vỹ,True,1999-07-30 00:00:00,dvmvy@gmail.com,0913678968          ,385631461238,1000000,VL
V0835,Đàm Thảo,Nhung,False,1999-11-08 00:00:00,dtnhung@gmail.com,0987391639          ,589086172700,3000000,VL
V0836,Đặng Thị Thanh,Nhung,False,1999-12-08 00:00:00,dttnhung@gmail.com,0168947856          ,150415534898,3000000,VL
V0837,Bạch Nam,Thiện,True,1999-08-12 00:00:00,bnthien@gmail.com,0168327772          ,987491553833,1000000,VL
V0838,Khương Phú,Ngân,False,1999-02-15 00:00:00,kpngan@gmail.com,0168884364          ,325467976656,3000000,VL
V0839,Thái Văn Minh,Thiệu,True,1999-11-27 00:00:00,tvmthieu@gmail.com,0913213386          ,618111565109,1000000,VL
V0840,Đàm Mạnh,Tuấn,True,1999-05-18 00:00:00,dmtuan@gmail.com,0168977242          ,372127658174,3000000,VL
V0841,Bạch Nam,Thiện,True,1999-08-27 00:00:00,bnthien@gmail.com,0168452836          ,593105406808,3000000,VL
V0842,Văn Nam,Thiện,True,1999-11-03 00:00:00,vnthien@gmail.com,0913253304          ,351893387139,1000000,VL
V0843,Văn Vĩnh,Phong,True,1999-03-20 00:00:00,vvphong@gmail.com,0913653461          ,279838567777,3000000,VL
V0844,Vương Văn,Thiện,True,1999-08-08 00:00:00,vvthien@gmail.com,0913876543          ,845340577853,0,VL
V0845,Đặng Thị Thanh,Nhung,False,1999-07-04 00:00:00,dttnhung@gmail.com,0168378850          ,681663259911,3000000,VL
V0846,Lê Văn,Lộc,True,1999-10-31 00:00:00,lvloc@gmail.com,0913128685          ,658180634180,3000000,VL
V0847,Cao Thanh,Tâm,False,1999-10-28 00:00:00,cttam@gmail.com,0168875206          ,136787402987,0,VL
V0848,Khương Văn Minh,Dũng,True,1999-02-23 00:00:00,kvmdung@gmail.com,0913107397          ,767923476328,0,VL
V0849,Văn Thị Thanh,Lan,False,1999-03-29 00:00:00,vttlan@gmail.com,0168174444          ,516423864531,2000000,VL
V0850,Lý Phú,Thanh,False,1999-02-26 00:00:00,lpthanh@gmail.com,0913513475          ,918510689330,0,VL
V0851,Lâm Thị Thanh,Ly,False,1999-04-11 00:00:00,lttly@gmail.com,0987114674          ,235722779276,1000000,VL
V0852,Lê Văn Minh,Dũng,True,1999-11-29 00:00:00,lvmdung@gmail.com,0168125412          ,371660561490,0,VL
V0853,Đinh Nam,Vỹ,True,1999-04-22 00:00:00,dnvy@gmail.com,0987743084          ,167655819351,3000000,VL
V0854,Cao Văn,Kiệt,True,1999-08-25 00:00:00,cvkiet@gmail.com,0987466256          ,453237773347,2000000,VL
V0855,Mã Nam,Thăng,True,1999-08-02 00:00:00,mnthang@gmail.com,0168486825          ,724666371378,2000000,VL
V0856,Văn Mạnh,Dũng,True,1999-09-02 00:00:00,vmdung@gmail.com,0987225096          ,154877987083,2000000,VL
V0857,Thái Bạch,Phương,True,1999-10-12 00:00:00,tbphuong@gmail.com,0987898638          ,194287311544,3000000,VL
V0858,Thái Thị Thảo,Thúy,False,1999-03-11 00:00:00,tttthuy@gmail.com,0913668071          ,053808277081,1000000,VL
V0859,Đàm Văn Minh,Hiệu,True,1999-05-18 00:00:00,dvmhieu@gmail.com,0987194887          ,089276874831,1000000,VL
V0860,Nguyễn Thảo,Đào,False,1999-01-02 00:00:00,ntdao@gmail.com,0987962655          ,501251219292,3000000,VL
V0861,Trần Thảo,Dung,False,1999-02-26 00:00:00,ttdung@gmail.com,0913823838          ,644418230322,3000000,VL
V0862,Phạm Văn Minh,Trọng,True,1999-04-18 00:00:00,pvmtrong@gmail.com,0987222541          ,673839671924,0,VL
V0863,Khương Văn Minh,Huy,True,1999-10-07 00:00:00,kvmhuy@gmail.com,0168831637          ,303748734614,1000000,VL
V0864,Đinh Vĩnh,Kiệt,True,1999-04-10 00:00:00,dvkiet@gmail.com,0987755583          ,204275836863,3000000,VL
V0865,Lâm Minh,Thanh,True,1999-12-28 00:00:00,lmthanh@gmail.com,0168388516          ,453681186695,2000000,VL
V0866,Đặng Thảo,Đào,False,1999-11-02 00:00:00,dtdao@gmail.com,0168523669          ,371361215553,0,VL
V0867,Bạch Vĩnh,Sang,True,1999-07-23 00:00:00,bvsang@gmail.com,0168119383          ,467317926162,3000000,VL
V0868,Lê Thị Thảo,Trúc,False,1999-02-05 00:00:00,ltttruc@gmail.com,0987991350          ,268863750675,2000000,VL
V0869,Đàm Thị Thanh,Hoa,False,1999-10-09 00:00:00,dtthoa@gmail.com,0987633898          ,062229847867,3000000,VL
V0870,Khương Thảo,Ly,False,1999-08-14 00:00:00,ktly@gmail.com,0987427333          ,540882845818,2000000,VL
V0871,Nguyễn Văn Minh,Huy,True,1999-08-13 00:00:00,nvmhuy@gmail.com,0913521524          ,057149733526,2000000,VL
V0872,Bạch Minh,Phương,False,1999-07-19 00:00:00,bmphuong@gmail.com,0913546274          ,885840377493,2000000,VL
V0873,Khương Thị Thảo,Dung,False,1999-04-04 00:00:00,kttdung@gmail.com,0913290195          ,472321568123,3000000,VL
V0874,Lâm Thị Thanh,Nga,False,1999-09-25 00:00:00,lttnga@gmail.com,0168640337          ,872808686253,3000000,VL
V0875,Lâm Thị Thảo,Trang,False,1999-07-14 00:00:00,ltttrang@gmail.com,0987311360          ,182772098756,2000000,VL
V0876,Đinh Thị Thanh,Nga,False,1999-11-28 00:00:00,dttnga@gmail.com,0913144165          ,652365982157,1000000,VL
V0877,Cao Thị Thanh,Thúy,False,1999-11-07 00:00:00,cttthuy@gmail.com,0168326645          ,697581671616,3000000,VL
V0878,Nguyễn Nam,Sinh,True,1999-09-28 00:00:00,nnsinh@gmail.com,0913782731          ,793857223128,3000000,VL
V0879,Khương Thảo,Đào,False,1999-08-07 00:00:00,ktdao@gmail.com,0168611694          ,454122224763,1000000,VL
V0880,Phạm Mạnh,Trọng,True,1999-05-13 00:00:00,pmtrong@gmail.com,0168061514          ,858065126273,3000000,VL
V0881,Hoàng Thị Thanh,Hương,False,1999-01-17 00:00:00,htthuong@gmail.com,0987454575          ,519645355545,3000000,VL
V0882,Lê Thảo,Ly,False,1999-06-27 00:00:00,ltly@gmail.com,0913673413          ,318424635533,3000000,VL
V0883,Vương Minh,Phương,True,1999-06-21 00:00:00,vmphuong@gmail.com,0168233422          ,018272517484,1000000,VL
V0884,Trần Ngọc,Mỹ,True,1999-07-06 00:00:00,tnmy@gmail.com,0168213713          ,204631742196,3000000,VL
V0885,Lâm Thị Thảo,Hương,False,1999-04-02 00:00:00,ltthuong@gmail.com,0987216232          ,857364985451,2000000,VL
